,is_genuine,diagonal,height_left,height_right,margin_low,margin_up,length
925,1.0,171.82,103.61,103.84,3.99,2.73,113.4
926,1.0,172.15,103.98,103.89,4.21,3.08,113.61
927,1.0,172.18,104.65,103.81,3.95,3.07,113.03
928,1.0,172.39,104.08,103.76,3.85,2.95,113.23
929,1.0,172.13,104.1,103.69,4.39,2.86,113.06
930,1.0,172.36,103.52,103.7,4.17,3.29,113.33
931,1.0,171.83,104.01,103.92,4.35,3.08,112.47
932,1.0,171.77,104.27,103.94,4.34,2.87,113.21
933,1.0,172.05,103.78,103.81,4.17,3.08,113.35
934,1.0,172.17,104.27,104.32,4.52,3.32,113.48
935,1.0,171.52,103.85,103.75,3.95,3.09,112.97
936,1.0,172.17,104.06,103.37,4.32,3.31,113.66
937,1.0,171.64,103.6,103.76,4.42,2.98,112.94
938,1.0,172.19,104.08,104.17,4.17,3.26,113.07
939,1.0,171.94,104.64,103.7,4.36,2.98,112.83
940,1.0,171.9,104.11,103.69,3.68,3.08,112.74
941,1.0,172.13,103.35,104.17,4.23,3.27,113.06
942,1.0,172.1,104.17,103.78,4.61,2.84,113.35
943,1.0,171.79,103.56,103.77,4.15,2.8,112.67
944,1.0,171.66,103.68,103.41,4.35,3.33,113.74
945,1.0,172.09,103.74,103.52,4.237713613086164,3.02,112.78
946,1.0,171.63,103.87,104.66,4.658237655142514,3.27,112.68
947,1.0,171.9,104.08,103.94,4.17,2.97,113.05
948,1.0,171.84,104.39,103.83,3.77,2.97,113.05
949,1.0,172.02,103.89,103.93,4.14,3.18,113.75
950,1.0,172.4,104.09,103.74,3.74,3.13,113.46
951,1.0,171.95,103.86,103.8,4.51,2.87,112.17
952,1.0,172.39,104.2,103.88,3.95,3.36,113.07
953,1.0,171.66,103.54,104.16,4.0,3.33,113.53
954,1.0,171.77,103.63,103.59,3.52,3.32,112.77
955,1.0,172.37,104.06,103.69,4.09,2.87,113.68
956,1.0,172.22,103.72,103.8,4.36,3.22,112.84
957,1.0,172.24,103.8,104.36,4.18,2.99,113.81
958,1.0,172.15,103.84,103.32,4.21,3.03,112.89
959,1.0,172.31,103.98,103.53,4.04,2.97,113.47
960,1.0,171.87,103.88,104.07,3.8,2.9,113.36
961,1.0,171.79,103.77,104.0,4.1,3.05,112.67
962,1.0,172.12,103.64,103.65,4.23,3.18,112.67
963,1.0,172.09,103.65,103.25,3.96,2.85,113.2
964,1.0,171.84,103.72,103.57,4.33,2.83,113.31
965,1.0,171.42,104.79,104.16,3.45,3.16,112.64
966,1.0,171.92,104.57,104.17,4.09,2.88,113.12
967,1.0,172.36,104.09,103.75,3.98,2.93,112.7
968,1.0,172.06,103.56,103.76,3.83,3.05,113.42
969,1.0,171.75,103.6,103.06,4.03,2.98,112.96
970,1.0,172.06,104.45,103.73,4.18,3.5,113.36
971,1.0,171.57,103.58,104.06,3.86,2.94,113.03
972,1.0,171.4,103.88,103.54,3.75,2.8,113.01
973,1.0,172.41,104.1,103.9,4.06,3.14,112.61
974,1.0,172.06,104.08,103.47,4.47,2.97,114.32
975,1.0,172.43,104.04,104.26,4.56,3.24,112.82
976,1.0,172.31,104.29,103.72,3.98,2.87,112.4
977,1.0,171.62,103.94,104.14,4.59,3.3,113.5
978,1.0,172.43,103.65,104.3,4.09,2.94,113.06
979,1.0,172.0,103.76,104.07,4.36,2.59,113.64
980,1.0,172.12,104.08,104.49,4.09,3.56,113.5
981,1.0,172.02,104.23,103.72,4.127714813151449,2.99,113.37
982,1.0,171.43,104.52,103.42,4.05,2.82,113.02
983,1.0,172.33,103.69,103.66,3.76,3.09,113.66
984,1.0,171.63,103.7,103.63,4.21,3.25,112.76
985,1.0,171.88,103.87,104.02,4.12,3.33,112.47
986,1.0,171.92,103.61,103.83,4.08,2.72,112.4
987,1.0,171.83,103.77,103.84,4.1,3.1,113.1
988,1.0,172.25,103.99,103.84,3.81,2.99,113.36
989,1.0,171.68,103.9,103.68,3.78,2.74,113.6
990,1.0,171.74,103.9,103.6,3.87,2.89,113.36
991,1.0,172.21,104.42,103.53,4.48,3.05,113.11
992,1.0,171.79,103.69,103.68,3.65,2.77,112.78
993,1.0,171.91,103.73,103.51,4.6,3.1,113.53
994,1.0,172.11,104.12,103.83,3.9,2.72,113.28
995,1.0,171.66,103.92,103.47,4.26,2.83,113.2
996,1.0,172.16,103.72,103.61,4.3,2.72,113.51
997,1.0,171.78,103.38,104.22,4.23,3.07,113.77
998,1.0,171.44,103.96,103.92,3.68,2.89,113.21
999,1.0,171.56,104.07,103.58,3.55,3.02,112.96
1000,0.0,172.28,103.95,103.91,4.78,3.31,111.4
1001,0.0,171.92,103.86,104.3,4.96,3.13,111.29
1002,0.0,171.59,104.14,104.38,4.97,3.47,111.22
1003,0.0,172.02,104.33,104.33,5.19,3.21,111.99
1004,0.0,172.55,104.25,104.23,5.6,3.13,111.72
1005,0.0,171.88,104.3,104.18,5.34,3.33,112.69
1006,0.0,171.63,104.05,104.25,4.61,3.1,110.91
1007,0.0,171.83,104.13,104.52,4.94,3.27,111.72
1008,0.0,172.3,104.28,103.9,5.1,3.57,110.66
1009,0.0,172.09,104.26,103.96,4.45,3.31,111.25
1010,0.0,171.43,103.85,103.94,4.37,3.23,111.71
1011,0.0,172.09,104.44,104.24,4.9,3.13,111.93
1012,0.0,171.37,103.73,104.18,4.97,3.34,110.98
1013,0.0,171.98,104.18,103.59,5.44,3.39,112.07
1014,0.0,171.73,103.99,103.86,5.55,3.33,111.28
1015,0.0,171.86,104.51,104.29,5.97,3.54,110.76
1016,0.0,171.99,104.23,104.33,5.13,3.21,110.99
1017,0.0,171.81,104.37,104.18,5.9,3.52,110.95
1018,0.0,171.79,104.18,103.87,5.55,3.25,111.88
1019,0.0,172.16,104.03,104.44,5.33,3.33,111.21
1020,0.0,171.14,104.31,104.3,5.46,3.29,111.57
1021,0.0,171.91,104.2,103.57,4.53,3.52,111.14
1022,0.0,172.89,104.03,104.03,6.03,3.0,110.95
1023,0.0,172.02,104.26,104.2,6.2,3.58,111.25
1024,0.0,171.52,104.05,104.31,4.24,3.7,112.6
1025,0.0,172.17,104.2,104.13,3.86,3.38,112.44
1026,0.0,171.88,103.85,103.96,5.1,3.31,112.64
1027,0.0,171.63,104.02,104.66,6.7,3.28,111.28
1028,0.0,171.74,104.05,103.93,5.38,3.49,111.34
1029,0.0,171.96,104.29,104.03,6.01,3.91,110.83
1030,0.0,171.96,104.45,104.48,5.31,3.42,111.75
1031,0.0,172.4,104.0,103.82,6.33,3.1,112.11
1032,0.0,172.08,104.22,104.41,4.51,3.3,111.4
1033,0.0,171.72,104.06,103.8,5.69,3.64,111.77
1034,0.0,172.35,103.79,104.35,5.18,3.35,112.02
1035,0.0,172.05,104.37,104.14,5.38,3.27,111.14
1036,0.0,171.58,104.13,104.67,5.86,3.52,112.47
1037,0.0,172.09,104.24,103.83,5.1,3.37,111.69
1038,0.0,172.08,104.1,103.96,5.64,3.13,111.51
1039,0.0,171.65,104.12,104.33,5.56,3.19,111.48
1040,0.0,171.91,104.08,104.16,5.91,3.41,111.32
1041,0.0,171.77,104.12,104.42,6.65,3.63,111.53
1042,0.0,171.75,103.99,104.21,4.74,3.4,110.5
1043,0.0,172.05,104.29,103.8,4.94,3.27,111.33
1044,0.0,171.55,104.18,103.83,4.46,3.42,111.6
1045,0.0,172.4,104.05,103.94,5.01,3.43,111.53
1046,0.0,172.07,104.36,104.04,5.6,3.29,111.73
1047,0.0,171.78,103.95,104.27,4.64,3.29,110.73
1048,0.0,172.16,104.24,104.47,6.08,3.49,111.59
1049,0.0,171.69,104.09,104.49,5.28,3.51,112.68
1050,0.0,171.96,104.24,103.75,5.5,3.29,111.08
1051,0.0,171.81,103.91,104.77,5.28,3.58,111.33
1052,0.0,172.13,104.09,104.16,5.45,3.38,111.79
1053,0.0,171.85,104.52,104.05,6.21,3.43,111.96
1054,0.0,172.39,104.16,103.92,5.66,3.39,111.83
1055,0.0,171.74,104.07,104.08,5.06,3.52,111.76
1056,0.0,171.5,104.32,104.66,4.92,3.33,111.95
1057,0.0,172.02,104.43,104.37,5.59,3.06,110.35
1058,0.0,171.98,104.33,104.28,4.86,3.45,111.55
1059,0.0,172.15,104.41,104.4,5.64,3.25,111.05
1060,0.0,171.75,104.34,104.58,4.26,3.29,110.98
1061,0.0,172.02,104.06,104.16,4.74,3.35,110.94
1062,0.0,171.65,104.19,103.96,5.37,2.99,112.86
1063,0.0,171.44,103.99,104.04,4.81,3.49,111.74
1064,0.0,171.87,104.16,104.44,6.04,3.32,111.99
1065,0.0,171.87,104.21,103.82,4.81,3.12,112.06
1066,0.0,171.92,104.39,103.93,5.18,3.02,111.44
1067,0.0,171.37,104.08,104.16,5.55,3.55,111.56
1068,0.0,171.89,104.49,104.38,5.2,3.63,110.48
1069,0.0,171.21,104.29,104.41,5.14,3.26,111.16
1070,0.0,172.08,104.38,104.22,5.51,3.41,111.42
1071,0.0,171.5,103.9,103.98,4.82,3.4,112.07
1072,0.0,171.41,104.06,104.42,5.04,3.4,111.02
1073,0.0,172.13,103.67,103.82,4.27,3.22,112.15
1074,0.0,172.14,104.49,103.76,4.36,3.24,110.36
1075,0.0,172.02,104.51,103.69,6.23,3.39,112.35
1076,0.0,171.57,104.27,104.44,5.00962276535504,3.21,111.87
1077,0.0,171.8,104.12,104.06,5.66,3.29,111.09
1078,0.0,172.21,104.4,104.28,5.28,3.42,112.99
1079,0.0,172.17,104.33,104.24,4.93,3.43,112.06
1080,0.0,172.23,103.83,104.29,5.61,3.47,111.72
1081,0.0,171.82,103.9,103.67,4.79,3.36,112.43
1082,0.0,171.75,103.96,103.83,5.39,3.54,109.49
1083,0.0,171.85,103.6,103.82,4.6,3.21,112.5
1084,0.0,171.94,104.27,103.94,4.46,3.14,112.13
1085,0.0,171.39,103.51,103.5,5.52,3.45,111.54
1086,0.0,171.54,104.53,104.15,5.69,3.43,111.7
1087,0.0,171.91,104.28,103.86,5.48,3.37,113.13
1088,0.0,171.91,104.26,104.62,5.86,3.44,110.68
1089,0.0,171.13,104.13,104.26,3.86,3.69,111.52
1090,0.0,172.11,104.88,104.1,4.8,3.73,110.78
1091,0.0,172.2,104.31,104.4,4.6,3.42,111.92
1092,0.0,171.87,104.76,104.02,6.3,3.61,111.29
1093,0.0,172.08,104.33,103.94,4.77,3.64,110.68
1094,0.0,172.13,104.4,103.43,4.44,3.65,111.17
1095,0.0,171.83,104.11,103.92,5.63,3.21,112.18
1096,0.0,172.34,104.36,103.82,4.92,3.47,111.33
1097,0.0,172.51,104.43,104.17,5.11,3.08,111.7
1098,0.0,171.32,104.28,104.36,5.08,3.69,112.09
1099,0.0,171.19,104.18,104.01,4.82,3.18,111.73
1100,0.0,172.29,104.09,103.92,4.51,3.54,110.94
1101,0.0,171.86,104.49,103.87,5.21,3.6,111.11
1102,0.0,172.31,104.11,103.74,4.96,3.6,111.78
1103,0.0,171.88,104.05,103.75,4.41,3.21,112.52
1104,0.0,171.95,103.89,103.69,4.45,3.42,112.02
1105,0.0,172.37,104.03,104.47,4.95,3.25,111.99
1106,0.0,172.08,103.95,103.9,5.45,3.29,112.03
1107,0.0,172.12,104.18,104.31,5.36,3.31,111.43
1108,0.0,171.78,104.24,103.94,4.64,3.11,111.31
1109,0.0,172.03,104.16,104.31,5.46,3.24,112.82
1110,0.0,171.73,104.32,104.07,6.56,3.3,112.8
1111,0.0,172.03,104.52,103.96,4.3,3.48,112.16
1112,0.0,172.06,104.28,104.31,5.61,3.27,111.61
1113,0.0,171.84,104.52,104.19,4.6,3.47,110.64
1114,0.0,172.1,104.1,104.2,5.16,3.16,111.85
1115,0.0,172.18,104.14,104.37,6.04,3.62,110.97
1116,0.0,172.26,103.9,104.12,4.99,3.42,111.27
1117,0.0,171.94,104.14,104.14,4.69,3.06,112.04
1118,0.0,171.38,104.52,104.22,4.58,3.41,111.84
1119,0.0,172.0,104.2,104.35,5.18,3.31,111.95
1120,0.0,171.48,104.46,104.24,4.94,3.61,110.8
1121,0.0,171.4,104.38,104.19,4.7728868526364465,3.17,112.39
1122,0.0,172.09,104.15,104.17,4.15,3.4,113.85
1123,0.0,172.07,104.03,103.58,5.33,3.64,111.27
1124,0.0,171.88,103.92,104.27,6.7,3.11,110.93
1125,0.0,172.04,104.26,103.87,5.21,3.49,112.09
1126,0.0,171.84,104.06,104.1,4.87,3.25,111.04
1127,0.0,172.04,103.76,104.03,5.07,3.42,111.87
1128,0.0,172.37,104.25,103.67,5.12,3.3,112.03
1129,0.0,171.68,104.04,104.68,5.32,3.56,111.04
1130,0.0,171.56,104.29,104.19,5.23,3.63,112.94
1131,0.0,171.77,104.34,103.44,5.12,3.36,111.49
1132,0.0,172.04,104.32,103.81,5.57,3.57,112.37
1133,0.0,171.79,103.99,103.67,6.16,3.52,110.93
1134,0.0,171.91,103.7,104.41,6.34,3.5,113.05
1135,0.0,171.81,104.17,103.93,4.77,3.34,110.8
1136,0.0,172.41,104.32,103.93,5.82,3.36,112.36
1137,0.0,171.77,103.98,103.76,5.16,3.38,111.07
1138,0.0,172.01,104.06,104.12,5.71,3.35,111.01
1139,0.0,171.32,104.2,104.09,5.67,3.19,112.02
1140,0.0,172.15,104.26,104.2,5.5,3.49,112.33
1141,0.0,171.98,103.81,104.35,4.57,3.52,111.73
1142,0.0,171.04,104.23,104.22,4.87,3.56,111.54
1143,0.0,171.9,104.25,104.64,4.46,3.07,110.86
1144,0.0,171.88,103.84,104.18,5.02,3.05,112.07
1145,0.0,171.79,103.81,103.97,5.86,3.2,111.04
1146,0.0,171.94,104.53,103.81,5.07,3.14,112.46
1147,0.0,172.43,104.06,104.02,4.93,3.33,111.59
1148,0.0,171.84,104.63,104.43,5.24,3.21,111.48
1149,0.0,172.02,104.08,104.01,4.63,3.28,111.03
1150,0.0,171.79,104.86,104.34,5.39,3.14,113.02
1151,0.0,171.97,104.19,104.05,4.79,3.18,111.46
1152,0.0,171.83,103.83,103.92,5.34,3.22,112.03
1153,0.0,172.42,104.33,104.4,5.34,3.13,112.11
1154,0.0,172.32,103.95,103.94,4.23,3.31,111.41
1155,0.0,172.36,104.04,104.31,4.76,3.56,111.57
1156,0.0,171.78,104.33,103.58,6.01,3.26,111.3
1157,0.0,172.09,103.7,104.27,5.53,3.51,112.2
1158,0.0,172.11,104.1,104.18,4.52,3.21,111.45
1159,0.0,171.47,104.33,104.03,5.25,3.01,111.68
1160,0.0,172.39,104.05,104.32,4.13,3.41,112.66
1161,0.0,171.92,104.29,104.27,5.76,3.13,111.37
1162,0.0,172.46,103.87,104.36,5.56,3.33,110.69
1163,0.0,172.34,104.36,103.83,6.03,3.44,111.44
1164,0.0,171.5,104.52,104.19,4.84,3.12,110.37
1165,0.0,171.5,104.11,104.14,5.38,3.53,111.24
1166,0.0,171.89,104.23,104.52,4.6,3.15,110.94
1167,0.0,171.84,104.21,104.07,5.85,3.5,111.16
1168,0.0,171.83,103.56,103.76,5.56,3.49,110.7
1169,0.0,171.99,104.14,104.15,6.48,3.42,112.16
1170,0.0,171.63,104.3,103.85,5.45,3.26,111.88
1171,0.0,171.86,103.94,103.81,5.12,3.23,111.55
1172,0.0,171.87,104.07,103.54,4.59,3.5,112.06
1173,0.0,172.12,104.38,104.31,4.82,3.18,111.82
1174,0.0,171.84,104.17,104.12,4.42,3.57,112.01
1175,0.0,172.13,104.06,103.92,5.54,3.13,111.01
1176,0.0,171.59,104.05,103.94,5.049978487818379,3.02,111.29
1177,0.0,172.07,103.91,104.21,4.12,3.42,111.91
1178,0.0,172.21,104.5,104.46,4.92,3.34,112.12
1179,0.0,171.47,104.28,103.89,5.78,3.21,111.8
1180,0.0,171.68,104.0,104.29,4.9,3.1,111.77
1181,0.0,171.26,104.02,103.93,5.6,3.12,112.48
1182,0.0,172.05,104.15,104.56,5.35,3.56,111.2
1183,0.0,172.25,103.96,103.92,4.67,3.24,111.06
1184,0.0,171.97,103.95,103.73,5.15,3.24,110.87
1185,0.0,171.38,104.39,104.56,5.96,3.25,111.59
1186,0.0,171.56,104.34,104.43,5.92,3.66,111.87
1187,0.0,171.52,104.18,103.99,5.93,3.26,110.87
1188,0.0,171.74,103.77,104.31,4.99,3.4,111.52
1189,0.0,172.18,104.53,104.14,5.97,3.18,111.11
1190,0.0,171.45,104.21,104.18,4.55,3.52,113.21
1191,0.0,171.42,103.87,104.51,5.07,3.3,110.22
1192,0.0,171.95,104.08,104.08,5.66,3.32,110.93
1193,0.0,171.59,103.93,103.95,5.25,3.38,111.71
1194,0.0,171.67,104.06,104.15,4.87,3.21,111.49
1195,0.0,172.61,104.31,104.13,5.85,3.27,111.63
1196,0.0,171.94,104.04,104.27,4.75,3.16,111.61
1197,0.0,171.94,104.2,103.65,5.0,3.43,112.08
1198,0.0,172.05,104.2,104.11,4.09,3.37,111.18
1199,0.0,172.03,104.32,104.87,4.49,3.77,111.04
1200,0.0,171.99,104.04,104.25,4.77,3.43,111.83
1201,0.0,171.85,104.12,103.69,4.86,3.5,111.55
1202,0.0,172.26,104.23,103.98,6.03,3.29,111.83
1203,0.0,172.02,104.22,104.19,5.14,3.73,110.49
1204,0.0,171.96,104.01,104.54,5.21,3.31,111.35
1205,0.0,171.92,103.9,104.58,5.56,3.5,110.59
1206,0.0,171.73,104.09,104.47,4.81,3.46,112.3
1207,0.0,171.71,104.12,104.14,4.84,3.38,111.68
1208,0.0,171.96,104.38,103.82,5.19,3.32,111.68
1209,0.0,172.25,104.18,104.23,5.11,3.37,111.17
1210,0.0,172.29,104.43,104.8,4.86,3.3,111.53
1211,0.0,172.31,103.98,104.09,5.28,3.47,111.71
1212,0.0,171.9,104.33,104.4,4.7,3.31,112.12
1213,0.0,171.76,104.13,104.19,5.22,3.55,111.9
1214,0.0,171.87,104.26,103.99,4.87,3.6,110.48
1215,0.0,171.88,104.14,104.42,4.34,3.18,111.38
1216,0.0,171.93,104.09,104.51,4.87,3.58,111.63
1217,0.0,171.63,104.61,104.29,5.31,3.14,111.51
1218,0.0,171.68,104.67,103.71,5.26,3.22,111.32
1219,0.0,172.23,103.81,104.13,5.24,3.17,110.91
1220,0.0,171.91,104.13,104.24,5.28,3.19,112.31
1221,0.0,172.27,104.06,104.24,5.43,3.35,110.29
1222,0.0,171.69,104.51,103.81,5.02,3.42,112.08
1223,0.0,172.24,104.31,104.66,4.2,3.61,112.37
1224,0.0,171.74,104.52,104.23,5.59,3.61,112.14
1225,0.0,172.03,104.15,104.24,5.12,3.3,112.36
1226,0.0,171.6,103.9,104.29,6.11,3.55,110.77
1227,0.0,172.26,103.94,103.95,5.7,3.26,112.61
1228,0.0,172.27,104.36,103.68,5.74,3.51,112.35
1229,0.0,171.94,103.88,104.1,6.05,3.39,111.52
1230,0.0,171.92,104.43,103.77,5.79,3.11,111.03
1231,0.0,171.75,103.96,104.15,4.84,3.32,111.76
1232,0.0,171.9,103.94,104.59,5.04,3.23,111.57
1233,0.0,172.13,104.35,104.0,5.69,3.3,111.92
1234,0.0,171.95,104.0,103.88,5.8,2.96,111.79
1235,0.0,172.27,103.87,104.35,5.58,3.52,112.32
1236,0.0,172.57,104.13,104.19,5.1,3.45,112.18
1237,0.0,171.72,104.05,104.36,5.4,3.75,111.59
1238,0.0,172.27,103.88,104.16,5.91,3.31,110.91
1239,0.0,171.99,104.02,104.06,5.34,3.61,112.12
1240,0.0,172.16,104.12,104.21,5.01,3.43,110.99
1241,0.0,171.66,104.17,104.02,4.71,3.22,110.91
1242,0.0,171.58,104.23,104.5,5.14,3.7,111.75
1243,0.0,171.64,104.2,104.1,5.43,3.6,112.72
1244,0.0,171.91,103.8,103.99,6.14,3.32,110.78
1245,0.0,172.26,104.04,104.43,3.82,3.47,111.95
1246,0.0,171.76,104.14,104.54,5.14,3.41,111.5
1247,0.0,171.57,104.04,104.14,5.27,3.42,112.68
1248,0.0,172.31,103.97,104.03,4.6,3.14,111.17
1249,0.0,171.45,104.03,104.26,4.88,3.44,111.92
1250,0.0,172.27,104.18,103.78,5.58,3.25,112.38
1251,0.0,172.25,104.21,103.98,5.71,3.5,111.88
1252,0.0,172.03,104.6,104.0,4.36,3.26,112.08
1253,0.0,171.8,104.51,104.57,5.5,3.3,112.94
1254,0.0,171.15,104.09,104.3,6.49,3.2,111.61
1255,0.0,171.9,104.22,104.09,5.28,3.18,112.16
1256,0.0,172.0,104.23,104.52,5.76,3.37,110.94
1257,0.0,172.39,104.34,104.1,5.89,3.14,111.56
1258,0.0,172.42,103.69,104.29,5.25,3.33,110.7
1259,0.0,172.2,104.45,104.02,4.81,3.58,111.2
1260,0.0,171.88,103.89,104.41,4.75,3.59,112.1
1261,0.0,171.56,104.03,103.93,5.47,3.5,111.67
1262,0.0,171.93,104.43,104.15,5.8,3.4,111.82
1263,0.0,171.59,104.05,104.4,5.05,3.45,111.14
1264,0.0,171.92,104.33,104.06,4.45,3.41,111.46
1265,0.0,172.37,104.54,104.03,5.82,3.41,111.45
1266,0.0,171.67,104.12,103.98,5.68,3.18,111.55
1267,0.0,172.13,103.99,103.78,5.47,2.94,112.3
1268,0.0,171.94,104.38,103.81,4.87,3.39,111.22
1269,0.0,172.04,104.37,104.09,4.81,3.5,111.25
1270,0.0,171.26,104.22,104.07,4.78,3.81,112.88
1271,0.0,172.4,104.42,104.18,4.62,3.31,111.27
1272,0.0,171.73,103.74,104.38,5.14,3.16,111.73
1273,0.0,172.33,104.36,104.31,4.4,3.33,112.03
1274,0.0,171.96,104.0,103.95,5.63,3.26,110.96
1275,0.0,171.82,103.97,103.88,4.73,3.55,111.87
1276,0.0,172.47,104.27,104.1,4.88,3.33,110.68
1277,0.0,173.01,104.59,104.31,5.04,3.05,110.91
1278,0.0,172.11,104.23,104.45,5.24,3.58,111.78
1279,0.0,171.43,104.26,103.97,5.73,3.14,111.82
1280,0.0,171.74,104.02,104.22,5.33,2.94,112.26
1281,0.0,171.62,104.53,103.64,4.89,3.16,112.54
1282,0.0,171.8,104.14,104.26,5.67,3.35,111.46
1283,0.0,171.6,104.23,104.45,5.57,3.45,110.34
1284,0.0,172.1,104.16,104.34,6.0,3.09,111.62
1285,0.0,172.12,104.38,103.93,4.71,3.44,111.52
1286,0.0,171.93,104.24,103.71,5.48,3.16,111.84
1287,0.0,171.31,103.95,104.07,5.14,3.41,112.44
1288,0.0,172.06,104.0,104.02,5.09,3.53,112.07
1289,0.0,171.57,104.08,104.12,5.46,3.21,111.49
1290,0.0,171.94,104.06,104.22,6.9,3.36,111.7
1291,0.0,171.84,104.46,104.15,4.51,3.39,110.73
1292,0.0,171.86,104.04,104.43,4.63,3.64,111.63
1293,0.0,171.57,104.29,104.28,5.12,3.68,110.98
1294,0.0,172.4,104.27,104.18,4.92,3.17,111.79
1295,0.0,171.9,103.97,104.36,5.59,3.61,112.05
1296,0.0,171.55,104.46,104.36,4.69,3.31,111.57
1297,0.0,171.96,104.47,104.06,4.84,3.76,111.04
1298,0.0,172.0,104.36,104.16,4.94,3.25,111.82
1299,0.0,172.11,104.24,104.06,5.61,3.6,111.76
1300,0.0,171.38,104.13,104.22,5.67,3.46,112.48
1301,0.0,171.33,104.28,104.19,5.72,3.25,111.99
1302,0.0,172.08,103.98,104.23,4.99,3.31,112.19
1303,0.0,172.17,104.49,103.76,5.037868080918997,2.93,111.21
1304,0.0,171.91,104.0,104.49,4.68,3.42,111.82
1305,0.0,172.1,104.36,104.08,4.96,3.46,111.93
1306,0.0,172.13,103.99,104.06,5.8,3.28,111.3
1307,0.0,171.68,104.24,104.0,4.49,3.24,112.18
1308,0.0,172.36,104.02,104.32,5.62,3.4,112.13
1309,0.0,172.0,104.45,104.19,5.5,2.99,111.99
1310,0.0,171.92,104.84,104.6,5.96,2.92,110.69
1311,0.0,171.78,104.07,104.16,5.77,3.3,111.27
1312,0.0,171.92,104.37,104.05,4.95,3.04,110.61
1313,0.0,171.83,104.12,104.01,5.59,3.2,112.53
1314,0.0,172.43,104.32,103.95,4.13,3.39,111.5
1315,0.0,172.08,104.15,104.17,4.7524242617238315,3.4,112.29
1316,0.0,172.4,104.55,104.22,5.18,3.51,111.94
1317,0.0,171.99,104.28,104.32,4.71,3.45,112.18
1318,0.0,171.91,103.99,104.23,5.01,3.42,111.77
1319,0.0,171.74,104.4,104.39,4.87,3.06,112.0
1320,0.0,172.05,104.6,104.32,5.12,3.35,111.78
1321,0.0,172.29,104.72,104.86,5.71,3.16,112.15
1322,0.0,172.07,104.5,104.23,6.19,3.07,111.21
1323,0.0,171.84,104.23,104.31,5.1,3.68,111.72
1324,0.0,171.51,104.13,103.9,4.99,3.6,111.23
1325,0.0,171.83,104.39,104.17,5.51,3.33,113.64
1326,0.0,171.75,104.36,104.02,6.0,3.13,111.79
1327,0.0,171.78,104.51,104.06,5.9,3.18,111.91
1328,0.0,172.1,104.22,103.99,5.26,3.24,111.94
1329,0.0,172.5,104.07,103.71,3.82,3.63,110.74
1330,0.0,171.89,104.32,103.94,5.64,3.3,111.56
1331,0.0,172.32,104.6,104.83,4.84,3.51,112.55
1332,0.0,172.09,104.4,104.21,5.28,3.41,112.11
1333,0.0,172.1,104.3,104.21,4.07,3.41,111.27
1334,0.0,172.22,104.41,104.64,5.2,3.37,112.2
1335,0.0,172.04,104.17,103.9,5.05,3.62,111.56
1336,0.0,171.79,104.05,104.3,5.02,3.44,112.01
1337,0.0,172.22,104.17,104.07,4.52,3.67,112.13
1338,0.0,171.99,104.18,104.2,5.26,3.23,111.83
1339,0.0,171.75,104.16,104.23,5.75,3.25,111.68
1340,0.0,172.04,104.34,104.48,4.88,3.28,112.15
1341,0.0,171.94,104.21,104.1,4.28,3.47,112.23
1342,0.0,171.97,104.38,104.18,5.59,3.47,110.98
1343,0.0,171.62,104.14,104.45,4.94,3.66,111.93
1344,0.0,171.43,104.14,103.95,5.34,3.14,111.76
1345,0.0,171.56,104.17,103.87,6.16,3.38,111.55
1346,0.0,171.94,104.37,104.14,5.37,3.46,111.94
1347,0.0,171.72,104.46,104.12,5.708284671685604,3.61,110.31
1348,0.0,171.84,104.32,104.5,6.28,3.0,111.06
1349,0.0,171.53,104.03,104.05,5.77,3.22,111.93
1350,0.0,171.38,103.78,103.7,5.22,3.43,111.6
1351,0.0,172.1,103.98,104.28,5.78,3.16,111.09
1352,0.0,171.62,104.21,103.99,5.5,3.45,111.35
1353,0.0,171.61,104.04,104.06,6.19,3.08,110.73
1354,0.0,171.67,103.79,103.44,5.13,3.32,111.47
1355,0.0,171.68,103.89,103.7,5.97,3.03,109.97
1356,0.0,171.95,104.26,103.97,5.88,3.16,112.44
1357,0.0,171.91,103.91,103.98,4.78,3.65,111.41
1358,0.0,171.67,104.16,104.08,5.42,3.3,111.63
1359,0.0,172.25,104.52,104.22,4.65,3.43,110.48
1360,0.0,171.98,104.44,104.26,5.75,3.2,110.93
1361,0.0,171.95,104.47,104.34,5.92,3.1,113.17
1362,0.0,171.56,103.8,103.87,5.66,2.98,112.95
1363,0.0,172.0,104.46,104.3,5.27,3.37,111.85
1364,0.0,171.69,104.18,104.28,5.62,3.23,110.53
1365,0.0,171.74,103.96,103.47,5.14,3.3,111.4
1366,0.0,171.83,104.18,104.26,5.0,3.6,111.55
1367,0.0,171.6,104.37,104.2,5.82,3.08,112.84
1368,0.0,171.65,104.32,104.38,5.65,3.24,112.3
1369,0.0,171.94,104.56,104.25,4.6,3.37,110.64
1370,0.0,171.69,103.87,104.16,5.46,3.31,111.42
1371,0.0,171.86,104.12,104.1,6.01,3.34,111.91
1372,0.0,171.38,104.04,104.2,5.54,3.38,112.8
1373,0.0,171.69,104.17,104.37,5.31,3.54,111.89
1374,0.0,172.02,103.9,104.1,5.92,3.19,111.46
1375,0.0,171.74,104.41,104.08,4.66,3.22,111.04
